x,F893,x,F893,x,F893,x,F893,x,F893
,,,,,,5.594,0.684963,5.58046,0.682551
,,,,,,5.59902,0.70035,5.58547,0.689295
,,,,,,5.60405,0.68989,5.59048,0.687844
,,,,,,5.60907,0.688555,5.59548,0.686546
,,,,,,5.61409,0.695893,5.60049,0.693562
,,,,,,5.61911,0.70271,5.60549,0.692412
,,,,,,5.62413,0.693721,5.61049,0.691781
,,,,,,5.62915,0.693123,5.6155,0.691122
,,,,,,5.63416,0.68367,5.6205,0.681658
,,,,,,5.63917,0.664081,5.6255,0.662029
,,,,,,5.64418,0.664298,5.6305,0.651089
,,,,,,5.64919,0.664489,5.6355,0.651141
,,,,,,5.65419,0.653667,5.6405,0.651165
,,,,,,5.6592,0.653788,5.6455,0.651181
,,,,,,5.6642,0.653898,5.6505,0.651214
,,,,,,5.66921,0.654032,5.6555,0.651252
,,,,,,5.67421,0.65417,5.6605,0.651316
,,,,,,5.67921,0.654329,5.6655,0.651392
,,,,,,5.68422,0.654496,5.67051,0.651487
,,,,,,5.68922,0.654679,5.67551,0.651591
,,,,,,5.69422,0.654873,5.68051,0.651718
,,,,,,5.69922,0.655076,5.68551,0.640782
,,,,,,5.70422,0.655292,5.69051,0.640921
,,,,,,5.70922,0.644558,5.69551,0.64109
,,,,,,5.71423,0.644811,5.70051,0.641269
,,,,,,5.71923,0.645068,5.70551,0.64144
,,,,,,5.72423,0.645324,5.71051,0.641631
,,,,,,5.72923,0.645583,5.71551,0.641826
,,,,,,5.73423,0.645845,5.72051,0.642076
,,,,,,5.73923,0.646109,5.72551,0.630105
,,,,,,5.74423,0.646375,5.73051,0.630345
,,,,,,5.74923,0.646645,5.73551,0.630601
,,,,,,5.75423,0.646918,5.74051,0.630855
,,,,,,5.75923,0.647195,5.74551,0.631132
,,,,,,5.76423,0.647475,5.75051,0.63141
,,,,,,5.76923,0.64776,5.75551,0.631677
,,,,,,5.77423,0.636076,5.76051,0.631953
,,,,,,5.77923,0.636389,5.76551,0.632244
,,,,,,5.78423,0.636709,5.77051,0.63251
,,,,,,5.78924,0.637031,5.77551,0.632807
,,,,,,5.79424,0.637416,5.78051,0.633121
,,,,,,5.79924,0.637799,5.78551,0.63344
,,,,,,5.80424,0.638172,5.79051,0.633762
,,,,,,5.80924,0.638544,5.79551,0.621707
,,,,,,5.81424,0.638918,5.80051,0.622093
,,,,,,5.81924,0.639236,5.80551,0.622437
,,,,,,5.82424,0.639448,5.81051,0.62284
,,,,,,5.82924,0.639665,5.81551,0.623239
,,,,,,5.83424,0.639886,5.82051,0.623626
,,,,,,5.83924,0.640111,5.82551,0.624015
,,,,,,5.84424,0.640341,5.83051,0.624411
,,,,,,5.84924,0.628355,5.83551,0.624782
,,,,,,5.85424,0.628608,5.84051,0.625216
,,,,,,5.85924,0.628866,5.84551,0.625552
,,,,,,5.86424,0.629124,5.85051,0.625806
,,,,,,5.86924,0.62935,5.85551,0.626031
,,,,,,5.87424,0.629558,5.86051,0.626282
,,,,,,5.87924,0.629773,5.86551,0.626153
,,,,,,5.88424,0.630041,5.87051,0.626607
,,,,,,5.88924,0.630231,5.87551,0.626898
,,,,,,5.89424,0.63047,5.88051,0.627174
,,,,,,5.89924,0.63068,5.88551,0.627406
,,,,,,5.90424,0.630911,5.89051,0.627641
,,,,,,5.90924,0.6311,5.89551,0.627852
,,,,,,5.91424,0.631312,5.90051,0.628063
,,,,,,5.91924,0.631494,5.90551,0.628256
,,,,,,5.92424,0.631684,5.91051,0.628422
,,,,,,5.92924,0.631851,5.91551,0.628603
,,,,,,5.93424,0.632036,5.92051,0.62879
,,,,,,5.93924,0.632186,5.92551,0.628961
,,,,,,5.94424,0.632359,5.93051,0.62915
,,,,,,5.94924,0.632504,5.93551,0.629291
,,,,,,5.95424,0.632668,5.93967,0.629178
,,,,,,5.95924,0.632781,5.94467,0.629447
,,,,,,5.96424,0.632936,5.94967,0.629661
,,,,,,5.96924,0.633085,5.95467,0.629845
,,,,,,5.97424,0.633243,5.95967,0.630025
,,,,,,5.97924,0.633391,5.96467,0.630195
,,,,,,5.98424,0.633527,5.96967,0.630365
,,,,,,5.98924,0.633677,5.97467,0.630526
,,,,,,5.99424,0.633826,5.97967,0.630663
,,,,,,5.99924,0.633973,5.98467,0.630813
,,,,,,6.00424,0.634074,5.98967,0.630973
,,,,,,6.00924,0.634158,5.99467,0.631118
,,,,,,6.01424,0.634139,5.99967,0.631259
,,,,,,6.01924,0.634158,6.00467,0.631348
,,,,,,6.02424,0.634229,6.00967,0.631445
,,,,,,6.02924,0.634255,6.01467,0.63142
,,,,,,6.03424,0.634261,6.01967,0.631517
,,,,,,6.03951,0.634253,6.02467,0.631532
,,,,,,6.04476,0.634225,6.02967,0.631586
,,,,,,6.05026,0.634185,6.03467,0.631619
,,,,,,6.05601,0.634146,6.03994,0.631636
,,,,,,6.06148,0.640247,6.04547,0.631639
,,,,,,6.06679,0.634048,6.051,0.631624
,,,,,,6.07209,0.634022,6.05652,0.631594
,,,,,,6.07736,0.633974,6.06205,0.63155
,,,,,,6.08263,0.633908,6.06758,0.631564
,,,,,,6.0879,0.633826,6.07334,0.631573
,,,,,,6.09343,0.633745,6.07934,0.63156
,,,,,,6.09896,0.633652,6.08581,0.63154
,,,,,,6.10446,0.63355,6.0927,0.631513
,,,,,,6.10994,0.63344,6.09995,0.63148
,,,,,,6.11537,0.633323,6.10735,0.631428
,,,,,,6.12081,0.633201,6.11464,0.631345
,,,,,,6.12621,0.633085,6.12174,0.631256
,,,,,,6.13161,0.632961,6.12898,0.631157
,,,,,,6.13697,0.632829,6.13638,0.631059
,,,,,,6.14229,0.632692,6.14392,0.630946
,,,,,,6.14761,0.632568,6.15134,0.630834
,,,,,,6.15293,0.63856,6.15855,0.630626
,,,,,,6.15823,0.644365,6.16609,0.630409
,,,,,,6.16349,0.644193,6.17376,0.630231
,,,,,,6.16901,0.644007,6.1812,0.630052
,,,,,,6.17478,0.643863,6.18842,0.629875
,,,,,,6.18048,0.643708,6.19524,0.629609
,,,,,,6.18611,0.643597,6.2019,0.629382
,,,,,,6.1917,0.643414,6.20842,0.62914
,,,,,,6.19713,0.643218,6.2148,0.628889
,,,,,,6.20248,0.643041,6.22106,0.628604
,,,,,,6.20781,0.642833,6.22709,0.628344
,,,,,,6.2131,0.642621,6.233,0.628069
,,,,,,6.21836,0.642469,6.23882,0.627795
,,,,,,6.2236,0.642226,6.24457,0.627514
,,,,,,6.22881,0.642009,6.25026,0.627282
,,,,,,6.234,0.641799,6.25589,0.627097
,,,,,,6.23917,0.641566,6.26144,0.626958
,,,,,,6.24433,0.641393,6.26694,0.626815
,,,,,,6.24948,0.641238,6.2724,0.626651
,,,,,,6.25461,0.641013,6.27782,0.626442
,,,,,,6.25973,0.640896,6.28319,0.626304
,,,,,,6.26484,0.640791,6.2885,0.62619
,,,,,,6.26994,0.640644,6.29374,0.626082
,,,,,,6.27503,0.640562,6.29895,0.625919
,,,,,,6.28011,0.640412,6.30414,0.625791
,,,,,,6.28518,0.640302,6.30931,0.625764
,,,,,,6.29025,0.640221,6.31445,0.625676
,,,,,,6.2953,0.640098,6.31959,0.625616
,,,,,,6.30035,0.640024,6.32467,0.625619
,,,,,,6.30539,0.63999,6.32889,0.625565
,,,,,,6.31043,0.639877,6.33389,0.625515
,,,,,,6.31547,0.639842,6.33889,0.625599
,,,,,,6.32049,0.633734,6.34389,0.625634
,,,,,,6.32551,0.633618,6.34889,0.625688
,,,,,,6.33054,0.639712,6.35389,0.625825
,,,,,,6.33555,0.639798,6.35889,0.62593
,,,,,,6.34056,0.639812,6.36389,0.62602
,,,,,,6.34557,0.639877,6.36889,0.62624
,,,,,,6.35057,0.640017,6.37389,0.626414
,,,,,,6.35557,0.64005,6.37889,0.626614
,,,,,,6.36057,0.640155,6.38389,0.626891
,,,,,,6.36558,0.640408,6.38889,0.627146
,,,,,,6.37058,0.640534,6.39389,0.627308
,,,,,,6.37558,0.640741,6.39889,0.627386
,,,,,,6.38058,0.640925,6.40389,0.627411
,,,,,,6.38558,0.640875,6.40889,0.627435
,,,,,,6.39058,0.640811,6.41389,0.627581
,,,,,,6.39558,0.640902,6.41889,0.627642
,,,,,,6.40058,0.640873,6.42389,0.627758
,,,,,,6.40558,0.640921,6.42889,0.627958
,,,,,,6.41058,0.641044,6.43389,0.628159
,,,,,,6.41558,0.628699,6.43889,0.628446
,,,,,,6.41975,0.641127,6.44389,0.628745
,,,,,,6.42475,0.641257,6.44889,0.629139
,,,,,,6.42975,0.641451,6.45389,0.62955
,,,,,,6.43475,0.641721,6.45889,0.63006
,,,,,,6.43975,0.641976,6.46389,0.630593
,,,,,,6.44475,0.642334,6.46889,0.631231
,,,,,,6.44975,0.642689,6.47389,0.631894
,,,,,,6.45475,0.643154,6.47889,0.632667
,,,,,,6.45975,0.643621,6.48389,0.633472
,,,,,,6.46475,0.644204,6.48889,0.634361
,,,,,,6.46975,0.644794,6.49389,0.635178
,,,,,,6.47475,0.645505,6.49889,0.63609
,,,,,,6.47975,0.646228,6.50389,0.637078
,,,,,,6.48475,0.647077,6.50889,0.638166
,,,,,,6.48975,0.647943,6.51389,0.639337
,,,,,,6.49475,0.648939,6.51889,0.640616
,,,,,,6.49975,0.64996,6.52389,0.641986
,,,,,,6.50475,0.651116,6.52889,0.643475
,,,,,,6.50975,0.652304,6.53389,0.645063
,,,,,,6.51475,0.653634,6.53889,0.646853
,,,,,,6.51975,0.655005,6.54389,0.648809
,,,,,,6.52475,0.656525,6.54889,0.650905
,,,,,,6.52975,0.658023,6.55389,0.653125
,,,,,,6.53475,0.659612,6.55889,0.649227
,,,,,,6.53975,0.661381,6.56389,0.645001
,,,,,,6.54475,0.663329,6.56889,0.647153
,,,,,,6.54975,0.665375,6.57389,0.649212
,,,,,,6.55475,0.667584,6.57889,0.651434
,,,,,,6.55975,0.669742,6.58389,0.653774
,,,,,,6.56475,0.671386,6.58889,0.656308
,,,,,,6.56975,0.661769,6.59389,0.671685
,,,,,,6.57475,0.66365,6.59889,0.674659
,,,,,,6.57975,0.665691,6.60389,0.67793
,,,,,,6.58475,0.667892,6.60889,0.703018
,,,,,,6.58975,0.682093,6.61389,0.715929
,,,,,,6.59475,0.67359,6.61889,0.727895
,,,,,,6.60002,0.675841,6.62389,0.739655
,,,,,,6.60527,-7.63916,6.62916,0.756993
,,,,,,6.61049,0.713913,6.6344,0.759215
,,,,,,6.61567,0.717385,6.63962,0.759468
,,,,,,6.6208,0.729595,6.64482,0.759305
,,,,,,6.62592,0.755265,6.65,0.759258
,,,,,,6.63103,0.758318,6.65516,0.759313
,,,,,,6.63612,0.760639,6.66031,0.75952
,,,,,,6.64119,0.760846,6.66545,0.759824
,,,,,,6.64625,0.760768,6.67057,0.752837
,,,,,,6.65129,0.76089,6.67568,0.753589
,,,,,,6.65633,0.761037,6.68078,0.7465
,,,,,,6.66136,0.761408,6.68586,0.747818
,,,,,,6.66639,0.761851,6.69095,0.749437
,,,,,,6.67141,0.755062,6.69602,0.751305
,,,,,,6.67642,0.755986,6.70109,0.753515
,,,,,,6.68144,0.749237,6.70615,0.747715
,,,,,,6.68645,0.750792,6.7112,0.750755
,,,,,,6.69146,0.752711,6.71625,0.743383
,,,,,,6.69647,0.754891,6.7213,0.74478
,,,,,,6.70148,0.757497,6.72634,0.730827
,,,,,,6.70649,0.750708,6.73138,0.716665
,,,,,,6.7115,0.752133,6.73641,0.688771
,,,,,,6.71651,0.74479,6.74144,0.684421
,,,,,,6.72151,0.742164,6.74647,0.664162
,,,,,,6.72652,0.728604,6.7515,0.659432
,,,,,,6.73152,0.714268,6.75652,0.650207
,,,,,,6.73653,0.684969,6.76154,0.640906
,,,,,,6.74153,0.680556,6.76754,0.633272
,,,,,,6.74681,0.66101,6.77345,0.629901
,,,,,,6.75206,0.654518,6.77957,0.611568
,,,,,,6.75729,0.643842,6.7857,0.611758
,,,,,,6.7625,0.635817,6.79183,0.61193
,,,,,,6.7677,0.63058,6.79791,0.613962
,,,,,,6.7729,0.610375,6.80445,0.614859
,,,,,,6.77806,0.60978,6.81099,0.612648
,,,,,,6.78322,0.610469,6.81745,0.610719
,,,,,,6.78837,0.610745,6.82392,0.607619
,,,,,,6.79352,0.613266,6.83032,0.601764
,,,,,,6.79867,0.612695,6.83665,0.596389
,,,,,,6.8038,0.610433,6.84293,0.591462
,,,,,,6.80893,0.609244,6.84914,0.548641
,,,,,,6.81406,0.604517,6.85535,0.523139
,,,,,,6.81918,0.598969,6.86151,0.496635
,,,,,,6.82429,0.59385,6.86761,0.437878
,,,,,,6.8294,0.589129,6.87371,0.43791
,,,,,,6.8345,0.545699,6.87982,0.43789
,,,,,,6.8396,0.520748,6.88592,0.437821
,,,,,,6.84469,0.519344,6.89223,0.437713
,,,,,,6.84979,0.465699,6.89928,0.437547
,,,,,,6.85488,0.436051,6.90692,0.437343
,,,,,,6.85997,0.437179,6.91504,0.437115
,,,,,,6.86507,0.437272,6.92353,0.436869
,,,,,,6.87016,0.437257,6.93232,0.436612
,,,,,,6.87583,0.437065,6.94135,0.436347
,,,,,,6.88235,0.436879,6.95058,0.435942
,,,,,,6.88956,0.436655,6.95996,0.435551
,,,,,,6.89733,0.436407,6.96934,0.434685
,,,,,,6.90555,0.436142,6.9773,0.434661
,,,,,,6.91412,0.435866,6.98456,0.434253
,,,,,,6.92298,0.435584,6.99125,0.433931
,,,,,,6.93207,0.435297,6.99763,0.433676
,,,,,,6.94134,0.435005,7,0.433542
,,,,,,6.95076,0.434562,,
,,,,,,6.96029,0.434129,,
,,,,,,6.96982,0.433217,,
,,,,,,6.97803,0.433153,,
,,,,,,6.98564,0.432692,,
,,,,,,6.99259,0.432318,,
,,,,,,6.99937,0.432007,,
,,,,,,7,0.431872,,
